Longitude,Latitude,Var
27.75,-17.25,15.220951
27.75,37.75,3.1576016
27.75,38.25,3.6373684
27.75,38.75,2.3284814
27.75,39.25,3.8534
27.75,39.75,4.2283306
27.75,41.25,2.9948153
27.75,41.75,2.6628954
27.75,48.25,3.300885
27.75,48.75,3.5488746
27.75,49.25,3.917974
27.75,49.75,3.6868806
27.75,50.25,3.9861681
27.75,50.75,3.9864235
27.75,51.25,4.8057275
27.75,51.75,4.147229
28.25,-21.25,14.043785
28.25,-20.75,14.906675
28.25,-20.25,15.462452
28.25,-19.75,15.263798
28.25,-19.25,15.300682
28.25,-18.75,15.253892
28.25,-18.25,15.205335
28.25,-17.75,15.233707
28.25,-17.25,15.633816
28.25,-16.75,15.621734
28.25,37.75,3.0437944
28.25,38.25,3.1302786
28.25,38.75,1.7724038
28.25,39.25,3.4660034
28.25,39.75,4.5232186
28.25,45.25,1.3341534
28.25,48.25,3.4389162
28.25,48.75,3.382933
28.25,49.25,3.7379596
28.25,49.75,3.770521
28.25,50.25,4.0113335
28.25,50.75,3.9669652
28.25,51.25,4.622877
28.25,51.75,4.4722404
28.75,-21.75,13.189806
28.75,-21.25,14.641433
28.75,-20.75,15.056755
28.75,-20.25,15.151969
28.75,-19.75,15.080137
28.75,-19.25,15.056536
28.75,-18.75,15.32973
28.75,-18.25,15.278498
28.75,-17.75,15.597673
28.75,-17.25,15.25614
28.75,-16.75,14.045534
28.75,-16.25,15.636
28.75,37.25,2.5848157
28.75,37.75,2.4274063
28.75,38.25,1.9874449
28.75,38.75,1.0117118
28.75,39.25,4.018847
28.75,39.75,3.9665823
28.75,45.25,1.7610092
28.75,45.75,1.3346906
28.75,46.25,2.0544407
28.75,47.75,3.1168487
28.75,48.25,3.728697
28.75,48.75,3.5483315
28.75,49.25,3.6370676
28.75,49.75,3.704314
28.75,50.25,3.7583435
28.75,50.75,3.7158575
28.75,51.25,4.0350614
28.75,51.75,4.7578473
29.25,-21.75,13.060681
29.25,-21.25,14.885013
29.25,-20.75,14.219229
29.25,-20.25,15.220168
29.25,-19.75,15.189464
29.25,-19.25,15.566129
29.25,-18.75,15.043506
29.25,-18.25,15.247072
29.25,-17.75,15.635917
29.25,-17.25,15.271273
29.25,-16.75,15.308174
29.25,-15.75,15.221293
29.25,37.25,1.797028
29.25,37.75,1.6814629
29.25,38.25,1.080966
29.25,38.75,1.5708326
29.25,39.25,2.9485664
29.25,39.75,2.7962513
29.25,45.25,2.9770515
29.25,45.75,1.63968
29.25,46.25,1.7966211
29.25,47.25,2.743054
29.25,47.75,3.0433912
29.25,48.25,4.14878
29.25,48.75,3.6313162
29.25,49.25,3.6808307
29.25,49.75,3.495327
29.25,50.25,3.7485693
29.25,50.75,3.6589818
29.25,51.25,4.038156
29.25,51.75,4.7925525
29.75,-22.25,13.129957
29.75,-21.75,13.378144
29.75,-21.25,15.130924
29.75,-20.75,15.01548
29.75,-20.25,15.166315
29.75,-19.75,15.2942
29.75,-19.25,15.632812
29.75,-18.75,15.32645
29.75,-18.25,15.1648
29.75,-17.75,15.136127
29.75,-17.25,15.131758
29.75,-16.75,14.25525
29.75,-16.25,13.399627
29.75,-15.75,12.607809
29.75,36.75,1.5094618
29.75,37.25,1.1439081
29.75,37.75,1.1941751
29.75,38.25,1.0849323
29.75,38.75,2.2425296
29.75,39.25,3.099097
29.75,39.75,3.5518768
29.75,40.25,5.2705007
29.75,46.25,1.5891298
29.75,46.75,2.1390374
29.75,47.25,2.6252193
29.75,47.75,3.3571122
29.75,48.25,3.3578656
29.75,48.75,3.4610705
29.75,49.25,3.5607872
29.75,49.75,3.4320507
29.75,50.25,3.538848
29.75,50.75,3.8306475
29.75,51.25,3.9749718
30.25,-22.25,13.910589
30.25,-21.75,15.166211
30.25,-21.25,15.214596
30.25,-20.75,15.366954
30.25,-20.25,15.101815
30.25,-19.75,15.330672
30.25,-19.25,15.357964
30.25,-18.75,15.393512
30.25,-18.25,15.152084
30.25,-17.75,15.159136
30.25,-17.25,15.134033
30.25,-16.75,12.896222
30.25,-16.25,10.006871
30.25,36.75,0.6634407
30.25,37.25,1.2369062
30.25,37.75,1.355732
30.25,38.25,1.6844667
30.25,38.75,1.9931698
30.25,39.25,1.39486
30.25,39.75,2.271308
30.25,40.25,3.1714423
30.25,40.75,6.6741786
30.25,46.75,1.9679847
30.25,47.25,2.22126
30.25,47.75,2.8332117
30.25,48.25,3.0134532
30.25,48.75,3.4922855
30.25,49.25,3.4288921
30.25,49.75,3.562942
30.25,50.25,3.6056747
30.25,50.75,3.804813
30.25,51.25,3.9967046
30.75,-22.25,14.965648
30.75,-21.75,15.313796
30.75,-21.25,15.246027
30.75,-20.75,15.332586
30.75,-20.25,15.313015
30.75,-19.75,15.254204
30.75,-19.25,15.319507
30.75,-18.75,15.355363
30.75,-18.25,15.152297
30.75,-17.75,15.176247
30.75,-17.25,15.196131
30.75,-16.75,11.973997
30.75,-16.25,8.588548
30.75,37.25,2.970572
30.75,37.75,2.01235
30.75,38.25,0.85078627
30.75,38.75,1.2343944
30.75,39.25,1.5715294
30.75,39.75,1.4680989
30.75,40.25,2.777673
30.75,40.75,7.7905717
30.75,47.25,2.1033664
30.75,47.75,2.6793408
30.75,48.25,2.7985551
30.75,48.75,3.5459492
30.75,49.25,3.467782
30.75,49.75,3.5952084
30.75,50.25,3.480266
30.75,50.75,3.5779853
30.75,51.25,3.9260323
30.75,51.75,2.6814747
30.75,52.25,2.42575
31.25,-22.25,15.304854
31.25,-21.75,15.289347
31.25,-21.25,15.318738
31.25,-20.75,15.151597
31.25,-20.25,15.3956785
31.25,-19.75,14.923473
31.25,-19.25,15.252714
31.25,-18.75,15.293353
31.25,-18.25,15.027116
31.25,-17.75,15.287337
31.25,-17.25,15.269627
31.25,-16.75,12.328636
31.25,-16.25,7.7050576
31.25,37.25,2.7674782
31.25,37.75,1.73836
31.25,38.25,1.4709349
31.25,38.75,1.1738952
31.25,39.25,0.84699774
31.25,39.75,0.85605925
31.25,40.25,2.0086055
31.25,40.75,6.1233697
31.25,47.25,1.9850553
31.25,47.75,2.4066706
31.25,48.25,2.870021
31.25,48.75,3.426006
31.25,49.25,3.5793667
31.25,49.75,3.624405
31.25,50.25,3.3000078
31.25,50.75,3.478916
31.25,51.25,3.5720532
31.25,51.75,3.4707322
31.25,52.25,4.405065
31.75,-22.25,15.330039
31.75,-21.75,15.384873
31.75,-21.25,14.9498
31.75,-20.75,15.277877
31.75,-20.25,15.414181
31.75,-19.75,14.34426
31.75,-19.25,13.922783
31.75,-18.75,15.585014
31.75,-18.25,15.623302
31.75,-17.75,15.254341
31.75,-17.25,15.168413
31.75,-16.75,12.592511
31.75,-16.25,7.4306846
31.75,37.25,2.5641723
31.75,37.75,1.5443093
31.75,38.25,1.5655664
31.75,38.75,0.44214413
31.75,39.25,0.60363483
31.75,39.75,0.6499262
31.75,40.25,0.9068658
31.75,40.75,5.79939
31.75,47.75,2.340964
31.75,48.25,2.9685125
31.75,48.75,3.0734963
31.75,49.25,3.7396057
31.75,49.75,3.7114832
31.75,50.25,3.5654542
31.75,50.75,3.6482985
31.75,51.25,3.990711
31.75,51.75,3.7863607
31.75,52.25,3.6318974
32.25,-21.75,13.552596
32.25,-21.25,9.592584
32.25,-20.75,9.763737
32.25,-20.25,12.956074
32.25,-19.75,15.431101
32.25,-19.25,15.149082
32.25,-18.75,15.307674
32.25,-18.25,15.202309
32.25,-17.75,15.387984
32.25,-17.25,14.906967
32.25,-16.75,14.074581
32.25,-16.25,7.4448147
32.25,36.75,2.5623684
32.25,37.25,0.6251316
32.25,37.75,0.6505732
32.25,38.25,0.9650695
32.25,38.75,0.622254
32.25,39.25,0.6114069
32.25,39.75,0.69490886
32.25,40.25,1.0172683
32.25,40.75,4.622504
32.25,41.25,7.996134
32.25,47.25,1.8957208
32.25,47.75,2.3696668
32.25,48.25,2.6618268
32.25,48.75,3.202895
32.25,49.25,4.0392895
32.25,49.75,3.1007907
32.25,50.25,3.3658416
32.25,50.75,3.6269536
32.25,51.25,4.0669513
32.25,51.75,3.9721737
32.25,52.25,4.405751
32.75,-20.25,15.636
32.75,-19.75,15.301886
32.75,-19.25,15.634306
32.75,-18.75,15.636001
32.75,-18.25,15.301503
32.75,-17.75,15.238491
32.75,-17.25,15.410402
32.75,-16.75,13.724703
32.75,36.75,1.1452545
32.75,37.25,0.3951164
32.75,37.75,1.2368611
32.75,38.25,0.446826
32.75,38.75,0.39922053
32.75,39.25,0.6873507
32.75,39.75,0.9805846
32.75,40.25,1.2711176
32.75,40.75,3.9033966
32.75,41.25,5.7217207
32.75,47.25,1.7684699
32.75,47.75,2.2680805
32.75,48.25,2.799099
32.75,48.75,3.42819
32.75,49.25,3.4878795
32.75,49.75,3.3565433
32.75,50.25,3.512301
32.75,50.75,3.5819206
32.75,51.25,3.7791748
32.75,51.75,4.1931815
32.75,52.25,3.9004016
33.25,-19.75,15.636
33.25,-17.75,15.635999
33.25,-10.25,2.301636
33.25,7.75,14.639552
33.25,8.25,15.234697
33.25,36.75,0.7963503
33.25,37.25,0.45645687
33.25,37.75,0.44622323
33.25,38.25,0.3898504
33.25,38.75,0.31976765
33.25,39.25,0.49910492
33.25,39.75,0.56236154
33.25,40.25,1.1490155
33.25,40.75,2.0359771
33.25,41.25,5.7022715
33.25,46.75,1.5034535
33.25,47.25,1.5867088
33.25,47.75,2.0572672
33.25,48.25,2.6798637
33.25,48.75,2.9060178
33.25,49.25,3.0175538
33.25,49.75,3.4434454
33.25,50.25,3.57659
33.25,50.75,3.7682278
33.25,51.25,3.7992675
33.25,51.75,3.2372506
33.25,52.25,2.8472927
33.75,-9.25,1.6485974
33.75,-8.75,1.8028901
33.75,7.25,13.107991
33.75,7.75,14.552567
33.75,8.25,15.202822
33.75,36.75,1.0988077
33.75,37.25,0.23235933
33.75,37.75,0.55525726
33.75,38.25,0.5722278
33.75,38.75,0.6265295
33.75,39.25,0.52107954
33.75,39.75,0.62151426
33.75,40.25,0.9146504
33.75,40.75,1.6498061
33.75,41.25,4.5790696
33.75,41.75,4.281687
33.75,46.75,1.6430922
33.75,47.25,1.5819281
33.75,47.75,2.1684206
33.75,48.25,2.5156565
33.75,48.75,2.8075962
33.75,49.25,2.9582105
33.75,49.75,3.4394798
33.75,50.25,3.7276669
33.75,50.75,3.665701
33.75,51.25,3.6507022
33.75,51.75,2.8906844
33.75,52.25,1.7885535
34.25,-9.75,2.3704083
34.25,-9.25,1.9369094
34.25,-8.75,2.0509846
34.25,-7.75,2.3906806
34.25,-1.25,3.735029
34.25,-0.75,3.3749163
34.25,-0.25,3.4544528
34.25,0.25,3.0421593
34.25,0.75,3.0457854
34.25,3.25,2.062358
34.25,3.75,7.31439
34.25,4.25,8.178809
34.25,4.75,10.176523
34.25,7.25,14.646557
34.25,7.75,14.867104
34.25,8.25,14.841782
34.25,8.75,15.168515
34.25,9.25,15.2854
34.25,9.75,14.950816
34.25,10.25,14.6594
34.25,10.75,14.7028475
34.25,37.25,0.7909122
34.25,37.75,0.5967038
34.25,38.25,0.72749406
34.25,38.75,0.54889077
34.25,39.25,0.8007091
34.25,39.75,0.71725434
34.25,40.25,0.9961102
34.25,40.75,1.8369522
34.25,41.25,4.506154
34.25,45.25,1.6703968
34.25,45.75,1.5335327
34.25,46.75,1.3820204
34.25,47.25,1.3943677
34.25,47.75,1.8446727
34.25,48.25,2.4279335
34.25,48.75,2.4726756
34.25,49.25,3.126194
34.25,49.75,3.4764752
34.25,50.25,3.7066586
34.25,50.75,3.0897162
34.25,51.25,3.3615549
34.25,51.75,2.247297
34.25,52.25,1.895572
34.75,-13.75,8.525577
34.75,-10.25,2.3228133
34.75,-9.75,2.1595078
34.75,-9.25,1.7219688
34.75,-8.75,1.4968845
34.75,-8.25,1.8785213
34.75,-7.75,2.2476633
34.75,-7.25,1.7911824
34.75,-4.25,1.3749037
34.75,-3.75,1.0505666
34.75,-3.25,1.4211924
34.75,-2.75,1.3833354
34.75,-1.25,4.3487988
34.75,-0.75,4.8544292
