Longitude,Latitude,Var
3.25,11.25,1.3520658
3.25,11.75,1.138501
3.25,12.25,0.6633588
3.25,15.25,0.51989293
3.25,15.75,0.27275506
3.25,43.75,11.122883
3.25,44.25,10.3074
3.25,44.75,12.856284
3.25,45.25,11.22785
3.25,45.75,8.931661
3.25,46.25,9.119081
3.25,46.75,10.765964
3.25,47.25,9.874984
3.25,47.75,8.991265
3.25,48.25,6.614637
3.25,48.75,5.979229
3.25,49.25,7.428247
3.25,49.75,6.554912
3.25,50.25,5.270785
3.25,50.75,6.4362593
3.75,7.25,2.3239987
3.75,7.75,2.184594
3.75,8.25,1.8844197
3.75,8.75,1.9390556
3.75,9.25,1.8359181
3.75,9.75,1.803398
3.75,10.25,1.6361649
3.75,10.75,0.8510783
3.75,11.25,1.2725949
3.75,11.75,0.69955677
3.75,12.25,0.59427655
3.75,12.75,1.0061431
3.75,15.75,0.42446122
3.75,16.25,0.051847473
3.75,43.75,5.774798
3.75,44.25,12.776692
3.75,44.75,11.7247
3.75,45.25,11.0879965
3.75,45.75,13.172934
3.75,46.25,10.962111
3.75,46.75,10.383602
3.75,47.25,11.538718
3.75,47.75,8.122647
3.75,48.25,7.7736535
3.75,48.75,6.451443
3.75,49.25,7.780106
3.75,49.75,6.6838107
3.75,50.25,8.124486
4.25,6.75,2.865086
4.25,7.25,2.7940478
4.25,7.75,2.4415135
4.25,8.25,1.7737446
4.25,8.75,1.8173555
4.25,9.25,1.7511336
4.25,9.75,1.7163798
4.25,10.25,1.5286527
4.25,10.75,1.128566
4.25,11.25,0.99287444
4.25,11.75,0.4074923
4.25,12.25,0.2384259
4.25,12.75,0.15336873
4.25,13.25,0.1397199
4.25,13.75,0.98696053
4.25,44.25,10.280274
4.25,44.75,11.530705
4.25,45.25,12.110369
4.25,45.75,9.933236
4.25,46.25,10.803703
4.25,46.75,11.528188
4.25,47.25,10.882167
4.25,47.75,9.054286
4.25,48.25,8.263706
4.25,48.75,5.3011975
4.25,49.25,5.867372
4.25,49.75,8.015354
4.25,50.25,12.64102
4.75,6.75,3.084878
4.75,7.25,3.1364326
4.75,7.75,2.6483567
4.75,8.25,2.1721482
4.75,8.75,1.7386752
4.75,9.25,1.593296
4.75,9.75,1.470664
4.75,10.25,1.0295281
4.75,10.75,1.1837376
4.75,11.25,1.0369345
4.75,11.75,0.95732117
4.75,12.25,0.37462816
4.75,12.75,0.23980682
4.75,13.25,0.22705078
4.75,13.75,0.7789062
4.75,43.75,6.2284136
4.75,44.25,6.548245
4.75,44.75,10.508493
4.75,45.25,9.01012
4.75,45.75,8.73176
4.75,46.25,7.9301524
4.75,46.75,10.339045
4.75,47.25,10.634165
4.75,47.75,11.298598
4.75,48.25,10.412224
4.75,48.75,7.730894
4.75,49.25,7.0330567
4.75,49.75,13.263182
4.75,50.25,15.124118
5.25,6.25,2.8264263
5.25,6.75,2.7140877
5.25,7.25,2.8936925
5.25,7.75,2.8028018
5.25,8.25,2.2657297
5.25,8.75,1.9708965
5.25,9.25,1.6124564
5.25,9.75,1.4256111
5.25,10.25,0.9050722
5.25,10.75,1.2174828
5.25,11.25,0.65048707
5.25,11.75,1.0599742
5.25,12.25,0.6000949
5.25,12.75,0.29718626
5.25,13.25,0.14438803
5.25,13.75,0.4573055
5.25,44.25,8.083512
5.25,44.75,10.339767
5.25,45.25,11.019701
5.25,45.75,9.56103
5.25,46.25,10.252405
5.25,46.75,10.819053
5.25,47.25,9.552869
5.25,47.75,9.602879
5.25,48.25,10.7
5.25,48.75,9.853024
5.25,49.25,10.85659
5.25,49.75,14.190099
5.75,5.75,2.0292273
5.75,6.25,2.4235246
5.75,6.75,2.6749632
5.75,7.25,2.526328
5.75,7.75,2.4494057
5.75,8.25,2.2599149
5.75,8.75,1.8464761
5.75,9.25,1.3298872
5.75,9.75,1.3880823
5.75,10.25,1.246283
5.75,10.75,1.3193506
5.75,11.25,0.98843044
5.75,11.75,1.1715937
5.75,12.25,0.57651377
5.75,12.75,0.35224107
5.75,13.25,0.17248854
5.75,13.75,0.46663073
5.75,43.75,8.723216
5.75,44.25,9.798795
5.75,44.75,12.634161
5.75,45.25,12.826768
5.75,45.75,12.633955
5.75,46.25,13.294937
5.75,46.75,13.6491375
5.75,47.25,11.842682
5.75,47.75,10.937382
5.75,48.25,11.795448
5.75,48.75,11.172668
5.75,49.25,9.619478
6.25,4.75,2.5863163
6.25,5.25,2.563942
6.25,5.75,2.0550683
6.25,6.25,2.0216157
6.25,6.75,2.2374887
6.25,7.25,2.0975091
6.25,7.75,1.8065925
6.25,8.25,2.2178462
6.25,8.75,1.6339324
6.25,9.25,1.0663525
6.25,9.75,1.3023275
6.25,10.25,1.4987754
6.25,10.75,1.2750006
6.25,11.25,1.34349
6.25,11.75,1.3325757
6.25,12.25,0.35688555
6.25,12.75,0.25797153
6.25,13.25,0.27376527
6.25,13.75,0.60587955
6.25,43.75,8.926587
6.25,44.25,10.44775
6.25,44.75,9.418115
6.25,45.25,11.221577
6.25,45.75,14.394459
6.25,46.25,11.530053
6.25,46.75,13.6201315
6.25,47.25,13.152745
6.25,47.75,12.799509
6.25,48.25,11.762464
6.25,48.75,9.190129
6.25,49.25,8.4493475
6.75,5.25,1.9460299
6.75,5.75,1.818871
6.75,6.25,1.714881
6.75,6.75,1.5711596
6.75,7.25,1.8776226
6.75,7.75,1.590649
6.75,8.25,1.7025284
6.75,8.75,1.497416
6.75,9.25,1.2473065
6.75,9.75,1.1870147
6.75,10.25,1.4224534
6.75,10.75,1.4905137
6.75,11.25,1.2221494
6.75,11.75,0.93994385
6.75,12.25,0.32791108
6.75,12.75,0.23909825
6.75,13.25,0.22064906
6.75,43.75,10.194144
6.75,44.25,6.9421277
6.75,44.75,6.238333
6.75,45.25,10.237496
6.75,45.75,12.392794
6.75,46.25,11.846291
6.75,47.25,13.098965
6.75,47.75,12.208358
6.75,48.25,12.172501
6.75,48.75,10.047035
6.75,49.25,9.207389
7.25,5.25,1.532815
7.25,5.75,1.7406468
7.25,6.25,1.4892356
7.25,6.75,1.5281224
7.25,7.25,1.8134898
7.25,7.75,1.8717704
7.25,8.25,1.5522742
7.25,8.75,1.387706
7.25,9.25,1.2596946
7.25,9.75,1.6846933
7.25,10.25,1.5466151
7.25,10.75,1.3654231
7.25,11.25,0.87943816
7.25,11.75,0.54372245
7.25,12.25,0.36559388
7.25,12.75,0.24841812
7.25,13.25,0.13820624
7.25,44.25,12.428698
7.25,44.75,12.825749
7.25,45.25,12.22421
7.25,45.75,4.0361204
7.25,47.25,12.379261
7.25,47.75,9.914378
7.25,48.25,9.334585
7.25,48.75,9.994904
7.25,49.25,11.190782
7.75,5.25,1.6022947
7.75,5.75,1.9698302
7.75,6.25,1.2208449
7.75,6.75,1.6025575
7.75,7.25,1.6660544
7.75,7.75,1.6933885
7.75,8.25,1.5073864
7.75,8.75,1.3071952
7.75,9.25,1.3665739
7.75,9.75,1.4628888
7.75,10.25,1.21608
7.75,10.75,1.1666685
7.75,11.25,0.8133313
7.75,11.75,0.535739
7.75,12.25,0.32048023
7.75,12.75,0.26760864
7.75,13.25,0.18595278
7.75,44.25,13.247014
7.75,44.75,11.084319
7.75,45.25,11.857959
7.75,45.75,11.13308
7.75,47.75,8.330863
7.75,48.25,8.553322
7.75,48.75,7.6500115
7.75,49.25,12.120255
8.25,5.25,2.38774
8.25,5.75,2.0197308
8.25,6.25,1.1808542
8.25,6.75,1.029557
8.25,7.25,1.6417304
8.25,7.75,1.47965
8.25,8.25,1.324672
8.25,8.75,1.2016864
8.25,9.25,1.3231046
8.25,9.75,1.378404
8.25,10.25,1.6423292
8.25,10.75,1.6261983
8.25,11.25,0.87041867
8.25,11.75,0.54432815
8.25,12.25,0.35182217
8.25,12.75,0.19718492
8.25,13.25,0.103954844
8.25,44.75,11.185812
8.25,45.25,9.614197
8.25,45.75,11.582485
8.25,46.25,11.137204
8.25,48.75,9.39593
8.75,5.25,1.9734133
8.75,5.75,2.918105
8.75,6.25,2.1350627
8.75,6.75,1.6251414
8.75,7.25,1.1004854
8.75,7.75,1.0288519
8.75,8.25,1.5164512
8.75,8.75,1.2798135
8.75,9.25,1.3447452
8.75,9.75,0.98792034
8.75,10.25,1.4753748
8.75,10.75,1.9666219
8.75,11.25,1.1073855
8.75,11.75,0.51371723
8.75,12.25,0.49066645
8.75,12.75,1.0310632
8.75,40.25,6.397208
8.75,44.75,8.476628
8.75,45.25,8.766561
8.75,45.75,10.726561
9.25,4.75,1.9591448
9.25,5.75,3.2832496
9.25,6.25,1.5582926
9.25,6.75,1.9887013
9.25,7.25,1.0581894
9.25,7.75,1.0661285
9.25,8.25,1.4559286
9.25,8.75,1.2210526
9.25,9.25,0.95958453
9.25,9.75,1.1811541
9.25,10.25,1.9017358
9.25,10.75,1.8787948
9.25,11.25,0.96125865
9.25,11.75,0.40049884
9.25,12.25,0.28473407
9.25,12.75,0.5178995
9.25,39.75,4.9944987
9.25,40.25,8.873919
9.25,40.75,8.689373
9.25,42.25,12.334534
9.25,44.75,12.237136
9.25,45.25,9.074116
9.25,45.75,8.801081
9.25,46.25,11.196353
9.75,-1.75,1.7296906
9.75,-1.25,1.9682969
9.75,-0.75,1.5253762
9.75,-0.25,1.184305
9.75,4.25,2.0724916
9.75,4.75,2.2620745
9.75,5.25,2.0774858
9.75,5.75,1.9879164
9.75,6.25,2.1624577
9.75,6.75,2.3593943
9.75,7.25,1.8269382
9.75,7.75,1.1072199
9.75,8.25,1.2489865
9.75,8.75,1.2865939
9.75,9.25,1.000573
9.75,9.75,1.0919857
9.75,10.25,1.4828315
9.75,10.75,1.2763042
9.75,11.25,0.6596456
9.75,11.75,0.3746785
9.75,12.25,0.2068423
9.75,12.75,0.11542976
9.75,13.25,0.12092987
9.75,44.75,10.289361
9.75,45.25,8.425987
9.75,45.75,8.875571
9.75,46.25,11.68544
10.25,-2.25,1.6845057
10.25,-1.75,1.8456998
10.25,-1.25,1.7347987
10.25,-0.75,1.9218845
10.25,-0.25,1.9036714
10.25,0.25,1.6580353
10.25,0.75,1.2201911
10.25,3.25,1.938632
10.25,3.75,2.2145863
10.25,4.25,2.2675993
10.25,4.75,3.0560193
10.25,5.25,1.6913772
10.25,5.75,1.7348864
10.25,6.25,1.9601169
10.25,6.75,2.5140057
10.25,7.25,2.1306112
10.25,7.75,1.7595284
10.25,8.25,1.3614625
10.25,8.75,1.3890344
10.25,9.25,1.492479
10.25,9.75,1.3771349
10.25,10.25,1.2377963
10.25,10.75,1.1157551
10.25,11.25,0.5930698
10.25,11.75,0.29286432
10.25,12.25,0.17824456
10.25,12.75,0.2522404
10.25,13.25,0.12822656
10.25,44.75,8.9656105
10.25,45.25,7.931794
10.25,45.75,9.44404
10.25,46.25,10.013199
10.75,-2.75,1.4861925
10.75,-2.25,1.6740174
10.75,-1.75,1.5697416
